5d1f7e43366513a1d0a6ec5640c3dc24	1
9a701a4536a05b6610a590a9fe702ed8	1
cad0b8547008d1524c1a0e5fd51f9908	1
4bbe607e7dc95460e2cc1a6ee5f4dfa6	0
30fb32cba90b34af26f3f14f5d636805	0
fa33445afe71a6dc18e4881c053da5be	0
2f1a399df5f41cf3730253d07d7756ae	0
cfb6bb7aa22ae864c2f3e08047b2cd3a	0
8de1d8568032a2c5fa8301313b5487bc	1
072aec7c0d3ed87387a310fd7c88f9a4	0
9ac84ceb21b973a97a42a0a2871da2a4	1
5c8ad64dd55b682d0e7e10e57d3bdaff	1
11622347865947d971e527e3d971f2f9	1
3ac8078b6e2ca534ddc1062d94f7cfcf	0
4d261acb44afb98432f66578aea1bf1f	0
37961a381e9df505afdc1bd2c3483e1c	0
08a0aedcf23f974821c45584dc21d87e	0
466c0650924bda57206d6ca075b1b4ea	0
cbab9d2664d77a32093ecc21f44bf893	1
c39fd30a3ec8d5de205880fd6461dc78	1
6cf7304f4583eb61fd5b9ed43193bf6d	0
e7550c48fbb1ee35b0de05c0248dc30e	0
c135e2d9601e8daf705458b9eabc8ff3	0
495d057a73a5608e42fd6f66c8334415	1
8f5a73d9273ba3e696ee4484adb9a29e	1
8fbdb5ba3b3a3e898974467126e3f03a	1
f6b833e7e1c7fe759fbe80e8ac77f9ad	0
0b07a079f09b95ed62ed5b47d78c271e	0
8e7cfa983d0d8bba42e17bd8c645ff11	1
559ae60ea7ccca8cc4ce8c4e6f0c56bd	0
0f37db59dc327131d3e590ab56ed41f3	1
8483c17ec4ec0a40193f3ce09745ab16	1
a6ad024eb68e47b8efb891498d8059d5	0
7c3d4a0d9c1cecd15f02624067ec768c	0
0a8622ed3cf39e615cafea99a892b901	0
d74b368b4b902065647b4f00b1e3562c	0
aaebb2d3f61d0eb345e3574fc92e57a3	1
9d8a7377530f1ca7c1d240a25672dc55	1
c87cb217c03af08cf2792287dee8722e	0
b5ab8d960ebe7144a18b019b356fbc69	0
